16195,6
16196,6
16197,6
16198,6
16199,6
16200,6
16201,2
16202,2
16203,2
16204,2
16313,6
16314,6
16315,6
16316,6
16317,6
16318,6
16319,6
16320,2
16321,2
16322,2
16323,2
16324,2
16435,6
16436,6
16437,6
16438,6
16439,6
16440,2
16441,2
16442,2
16443,2
16444,2
16445,2
16550,6
16551,6
16552,6
16553,6
16554,6
16555,6
16556,2
16557,2
16558,2
16559,2
16560,2
16561,2
16562,2
16563,2
16564,2
16565,4
16655,6
16656,6
16657,6
16658,6
16659,6
16660,6
16661,2
16662,2
16663,2
16664,2
16665,2
16666,2
16667,2
16668,2
16669,2
16670,4
16671,4
16672,4
16774,6
16775,6
16776,6
16777,6
16778,6
16779,6
16780,6
16781,6
16782,6
16783,2
16784,2
16785,2
16786,2
16787,2
16788,2
16789,2
16790,2
16791,4
16792,4
16793,4
16794,4
16900,6
16901,0
16902,0
16903,0
16904,0
16905,0
16906,0
16907,0
16908,0
16909,0
16910,0
16911,0
16912,0
16913,2
16914,2
16915,2
16916,2
16917,2
16918,2
16919,4
16920,4
16921,4
16922,4
16923,4
16924,4
16925,4
17025,3
17026,0
17027,0
17028,0
17029,0
17030,0
17031,0
17032,0
17033,0
17034,0
17035,0
17036,0
17037,0
17038,0
17039,0
17040,0
17041,0
17042,4
17043,4
17044,4
17045,4
17046,4
17047,4
17048,4
17049,4
17050,4
17051,4
17159,3
17160,3
17161,3
17162,3
17163,0
17164,0
17165,0
17166,0
17167,0
17168,0
17169,0
17170,0
17171,0
17172,0
17173,0
17174,0
17175,0
17176,0
17177,4
17178,4
17179,4
17180,4
17181,4
17182,4
17183,4
17184,4
17185,4
17186,4
17187,4
17290,3
17291,3
17292,3
17293,3
17294,3
17295,3
17296,0
17297,0
17298,0
17299,0
17300,0
17301,0
17302,0
17303,0
17304,0
17305,0
17306,0
17307,0
17308,4
17309,4
17310,4
17311,4
17312,4
17313,4
17314,4
17315,4
17316,4
17317,4
17318,4
17409,3
17410,3
17411,3
17412,3
17413,3
17414,3
17415,3
17416,3
17417,1
17418,1
17419,0
17420,0
17421,0
17422,0
17424,0
17425,0
17426,0
17427,4
17428,4
17429,4
17430,4
17431,4
17432,4
17433,4
17434,4
17435,4
17436,4
17437,4
17524,3
17525,3
17526,3
17527,3
17528,3
17529,3
17530,3
17531,3
17532,1
17533,1
17534,1
17535,1
17536,1
17537,1
17538,1
17539,1
17540,1
17541,1
17542,4
17543,4
17544,4
17545,4
17546,4
17547,4
17548,4
17549,4
17550,4
17551,4
17552,4
17638,3
17639,3
17640,3
17641,3
17642,3
17643,3
17644,3
17645,3
17646,1
17647,1
17648,1
17649,1
17650,1
17651,1
17652,1
17653,1
17654,1
17655,1
17656,5
17657,5
17658,5
17659,5
17660,5
17661,5
17662,5
17663,5
17664,5
17665,5
17666,5
17769,3
17770,3
17771,3
17772,3
17773,3
17774,3
17775,3
17776,1
17777,1
17778,1
17779,1
17780,1
17781,1
17782,1
17783,1
17784,1
17785,1
17786,5
17787,5
17788,5
17789,5
17790,5
17791,5
17792,5
17793,5
17794,5
17795,5
17901,3
17902,3
17903,3
17904,3
17905,3
17906,3
17907,1
17908,1
17909,1
17910,1
17911,1
17912,1
17913,1
17914,1
17915,1
17916,1
17917,1
17918,5
17919,5
17920,5
17921,5
17922,5
17923,5
17924,5
17925,5
17926,5
17927,5
18033,3
18034,3
18035,3
18036,3
18037,3
18038,1
18039,1
18040,1
18041,1
18042,1
18043,1
18044,1
18045,1
18046,1
18047,1
18048,5
18049,5
18050,5
18051,5
18052,5
18053,5
18054,5
18055,5
18056,5
18057,5
18158,3
18159,3
18160,3
18161,3
18162,3
18163,1
18164,1
18165,1
18166,1
18167,1
18168,1
18169,1
18170,1
18171,1
18172,1
18173,5
18174,5
18175,5
18176,5
18177,5
18178,5
18179,5
18180,5
18181,5
18277,3
18278,3
18279,1
18280,1
18281,1
18282,1
18283,1
18284,1
18285,1
18286,1
18287,1
18288,1
18289,5
18290,5
18291,5
18292,5
18293,5
18294,5
18295,5
18296,5
18297,5
18400,1
18401,1
18402,1
18403,1
18404,1
18405,1
18406,1
18407,1
18408,1
18409,1
18410,5
18411,5
18412,5
18413,5
18414,5
18415,5
18416,5
18516,1
18517,1
18518,1
18519,1
18520,1
18521,1
18522,1
18523,1
18524,5
18525,5
18526,5
18527,5
18528,5
18529,5
18626,1
18627,1
18628,1
18629,1
18630,1
18631,5
18632,5
18633,5
31422,2
31423,2
31424,2
17423,0
