3483,2
3484,1
3485,0
3486,1
3487,2
3488,1
3489,2
3490,1
3567,0
3568,1
3569,1
3570,2
3571,2
3572,2
3573,1
3574,2
3575,1
3576,2
3577,1
3578,2
3634,2
3635,0
3636,2
3637,1
3638,0
3639,0
3640,1
3641,0
3642,0
3643,0
3644,0
3645,2
3646,1
3647,1
3703,2
3704,0
3705,1
3706,1
3707,2
3708,0
3709,2
3710,2
3711,1
3712,2
3713,2
3714,1
3715,0
3716,2
3770,2
3771,1
3772,1
3773,1
3774,2
3775,1
3776,0
3777,2
3778,1
3779,1
3780,1
3833,1
3834,2
3835,0
3836,1
3837,1
3838,2
3839,2
3840,1
3841,0
3842,0
3843,2
3899,2
3900,1
3901,2
3902,2
3903,2
3904,2
3905,0
3906,0
3907,2
3908,0
3909,2
3910,2
3911,2
3912,2
3913,2
3970,1
3971,2
3972,0
3973,2
3974,1
3975,0
3976,1
3977,1
3978,2
3979,0
3980,2
3981,0
3982,2
4030,2
4031,0
4032,2
4033,0
4034,2
4035,1
4036,2
4037,1
4038,2
4039,2
4040,0
4041,2
4042,1
4095,2
4096,1
4097,2
4098,1
4099,2
4100,1
4101,1
4102,0
4103,1
4154,2
4156,2
4157,0
4158,1
4159,1
4160,0
4161,0
4162,1
4210,2
4211,0
4212,2
4213,2
4214,0
4215,2
4216,2
4217,2
4218,2
4219,2
4220,1
4261,2
4262,1
4263,2
4264,2
4265,2
4266,2
4267,1
4268,1
4269,2
4310,1
4311,2
4312,2
4313,2
4314,1
4315,2
4316,1
4317,1
4358,2
4359,2
4360,2
4361,1
4362,1
4363,2
4364,1
4365,0
4366,2
4367,1
4368,1
4420,1
4421,0
4422,2
4423,1
4424,1
4425,1
4426,2
4427,2
4428,2
4429,2
4430,2
4431,1
4432,1
4490,2
4491,1
4492,1
4493,1
4494,2
4495,2
4496,1
4497,2
4498,1
4499,2
4500,0
4558,2
4559,2
4560,2
4561,2
4562,2
4563,0
4564,2
4565,2
4566,2
4567,2
4568,2
4569,1
4570,0
4571,0
4634,1
4635,1
4636,2
4637,2
4638,1
4639,2
4640,1
4641,2
4642,2
4643,0
4644,1
4645,2
4710,1
4711,0
4712,0
4713,1
4714,1
4715,1
4716,0
4717,2
4718,1
4719,1
4775,1
4776,0
4777,0
4778,1
4779,2
4780,2
30856,1
30859,2
30860,1
30861,2
30862,2
30863,1
30864,2
30865,1
30867,1
30868,2
30871,2
4155,2
