3483,0
3484,0
3485,0
3486,0
3487,0
3488,0
3489,2
3490,2
3567,0
3568,0
3569,0
3570,0
3571,0
3572,0
3573,0
3574,0
3575,2
3576,2
3577,2
3578,2
3634,0
3635,0
3636,0
3637,0
3638,0
3639,0
3640,0
3641,0
3642,0
3643,0
3644,2
3645,2
3646,2
3647,2
3703,0
3704,0
3705,0
3706,0
3707,0
3708,0
3709,2
3710,2
3711,2
3712,2
3713,2
3714,2
3715,2
3716,2
3770,0
3771,0
3772,0
3773,2
3774,2
3775,2
3776,2
3777,2
3778,2
3779,2
3780,2
3833,1
3834,1
3835,1
3836,1
3837,0
3838,2
3839,2
3840,2
3841,2
3842,2
3843,2
3899,1
3900,1
3901,1
3902,1
3903,1
3904,0
3905,0
3906,0
3907,0
3908,2
3909,2
3910,2
3911,2
3912,2
3913,2
3970,1
3971,1
3972,1
3973,0
3974,0
3975,0
3976,0
3977,0
3978,2
3979,2
3980,2
3981,2
3982,2
4030,1
4031,1
4032,1
4033,1
4034,0
4035,0
4036,0
4037,0
4038,0
4039,2
4040,2
4041,2
4042,2
4095,0
4096,0
4097,0
4098,0
4099,0
4100,0
4101,0
4102,0
4103,0
4154,0
4156,0
4157,0
4158,0
4159,0
4160,0
4161,0
4162,0
4210,1
4211,1
4212,0
4213,0
4214,0
4215,0
4216,0
4217,0
4218,0
4219,0
4220,0
4261,0
4262,0
4263,0
4264,0
4265,0
4266,0
4267,0
4268,0
4269,0
4310,0
4311,0
4312,0
4313,0
4314,0
4315,0
4316,0
4317,0
4358,0
4359,0
4360,0
4361,0
4362,0
4363,0
4364,0
4365,0
4366,0
4367,0
4368,0
4420,0
4421,0
4422,0
4423,0
4424,0
4425,0
4426,0
4427,0
4428,0
4429,0
4430,0
4431,0
4432,0
4490,0
4491,0
4492,0
4493,0
4494,0
4495,0
4496,0
4497,0
4498,0
4499,0
4500,0
4558,0
4559,0
4560,0
4561,0
4562,0
4563,0
4564,0
4565,0
4566,0
4567,0
4568,0
4569,0
4570,0
4571,0
4634,0
4635,0
4636,0
4637,0
4638,0
4639,0
4640,0
4641,0
4642,0
4643,0
4644,0
4645,0
4710,0
4711,0
4712,0
4713,0
4714,0
4715,0
4716,0
4717,0
4718,0
4719,0
4775,0
4776,0
4777,0
4778,0
4779,0
4780,0
30856,0
30859,0
30860,0
30861,0
30862,0
30863,0
30864,0
30865,0
30867,0
30868,0
30871,0
4155,0
